Selection	View	Channel	Begin Time (s)	End Time (s)	File Offset (s)	Common Name	Scientific Name	Date	Punto	Begin Path	Orig_start	Orig_end	verify	song_type	reference	add2library	notes
13	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6371	G6371_20240210_080000.WAV	54.0	57.0	NA	NA	NA	0	NA
14	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6421	G6421_20240216_063000.WAV	0.0	3.0	NA	NA	NA	0	NA
15	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6413	G6413_20240217_093000.WAV	45.0	48.0	NA	NA	NA	0	NA
16	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6460	G6460_20240229_030000.WAV	21.0	24.0	NA	NA	NA	0	NA
17	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6429	G6429_20240221_083000.WAV	42.0	45.0	NA	NA	NA	0	NA
18	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6465	G6465_20240223_180000.WAV	9.0	12.0	NA	NA	NA	0	NA
19	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6469	G6469_20240218_180000.WAV	30.0	33.0	NA	NA	NA	0	NA
20	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6460	G6460_20240217_080000.WAV	36.0	39.0	NA	NA	NA	0	NA
21	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6437	G6437_20240211_133000.WAV	0.0	3.0	NA	NA	NA	0	NA
22	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6413	G6413_20240210_180000.WAV	57.0	60.0	NA	NA	NA	0	NA
23	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6469	G6469_20240216_063000.WAV	51.0	54.0	NA	NA	NA	0	NA
24	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6460	G6460_20240229_030000.WAV	15.0	18.0	NA	NA	NA	0	NA
25	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6413	G6413_20240213_180000.WAV	45.0	48.0	NA	NA	NA	0	NA
26	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6413	G6413_20240223_110000.WAV	15.0	18.0	NA	NA	NA	0	NA
27	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6429	G6429_20240218_180000.WAV	24.0	27.0	NA	NA	NA	0	NA
28	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6460	G6460_20240214_110000.WAV	24.0	27.0	NA	NA	NA	0	NA
29	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6429	G6429_20240218_180000.WAV	30.0	33.0	NA	NA	NA	0	NA
30	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6469	G6469_20240218_180000.WAV	12.0	15.0	NA	NA	NA	0	NA
31	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6413	G6413_20240210_180000.WAV	54.0	57.0	NA	NA	NA	0	NA
32	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6460	G6460_20240217_093000.WAV	18.0	21.0	NA	NA	NA	0	NA
33	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6460	G6460_20240215_090000.WAV	21.0	24.0	NA	NA	NA	0	NA
34	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6370	G6370_20240229_180000.WAV	36.0	39.0	NA	NA	NA	0	NA
35	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6421	G6421_20240216_063000.WAV	48.0	51.0	NA	NA	NA	0	NA
36	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6418	G6418_20240223_063000.WAV	54.0	57.0	NA	NA	NA	0	NA
37	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6404	G6404_20240225_073000.WAV	36.0	39.0	NA	NA	NA	0	NA
38	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6464	G6464_20240228_090000.WAV	39.0	42.0	NA	NA	NA	0	NA
39	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6460	G6460_20240216_230000.WAV	57.0	60.0	NA	NA	NA	0	NA
40	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6465	G6465_20240219_063000.WAV	3.0	6.0	NA	NA	NA	0	NA
41	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6381	G6381_20240229_090000.WAV	54.0	57.0	NA	NA	NA	0	NA
42	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6413	G6413_20240212_180000.WAV	27.0	30.0	NA	NA	NA	0	NA
43	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6381	G6381_20240215_073000.WAV	33.0	36.0	NA	NA	NA	0	NA
44	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6371	G6371_20240215_063000.WAV	42.0	45.0	NA	NA	NA	0	NA
45	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6408	G6408_20240210_170000.WAV	3.0	6.0	NA	NA	NA	0	NA
46	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6413	G6413_20240215_180000.WAV	24.0	27.0	NA	NA	NA	0	NA
47	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6421	G6421_20240220_060000.WAV	45.0	48.0	NA	NA	NA	0	NA
48	Spectrogram 1	1	0	3	0	Rufous-capped Antthrush	Formicarius colma		G6413	G6413_20240217_093000.WAV	54.0	57.0	NA	NA	NA	0	NA
